"","oid","x","y"
"182",862,NA,NA
"183",862,NA,NA
"184",862,NA,NA
"185",862,NA,NA
"186",862,NA,NA
"187",862,NA,NA
"188",862,NA,NA
"189",862,NA,NA
"190",862,NA,NA
"191",862,NA,NA
"192",862,NA,NA
"193",862,NA,NA
"194",862,NA,NA
"195",862,NA,NA
"196",862,NA,NA
"197",862,NA,NA
"198",862,NA,NA
"199",862,NA,NA
"200",862,NA,NA
"201",862,NA,NA
"202",862,NA,NA
"203",862,NA,NA
"204",862,NA,NA
"205",862,NA,NA
"206",862,NA,NA
"207",862,NA,NA
"208",862,NA,NA
"209",862,NA,NA
"210",862,NA,NA
"211",862,NA,NA
"212",862,NA,NA
"213",862,NA,NA
"214",862,NA,NA
"215",862,NA,NA
"216",862,NA,NA
"217",862,NA,NA
"218",862,NA,NA
"219",862,NA,NA
"220",862,NA,NA
"221",862,NA,NA
"222",862,NA,NA
"223",862,NA,NA
"224",862,NA,NA
"225",862,NA,NA
"226",862,NA,NA
"227",862,NA,NA
"228",862,NA,NA
"229",862,NA,NA
"230",862,NA,NA
"231",862,NA,NA
"232",862,NA,NA
"233",862,NA,NA
"234",862,NA,NA
"235",862,NA,NA
"236",862,NA,NA
"237",862,NA,NA
"238",862,NA,NA
"239",862,NA,NA
"240",862,NA,NA
"241",862,NA,NA
"242",862,NA,NA
"243",862,NA,NA
"244",862,NA,NA
"245",862,NA,NA
"246",862,NA,NA
"247",862,NA,NA
"248",862,NA,NA
"249",862,NA,NA
"250",862,NA,NA
"251",862,NA,NA
"252",862,NA,NA
"253",862,NA,NA
"254",862,NA,NA
"255",862,NA,NA
"256",862,NA,NA
"257",862,NA,NA
"258",862,NA,NA
"259",862,NA,NA
"260",862,NA,NA
"261",862,NA,NA
"262",862,NA,NA
"263",862,NA,NA
"264",862,NA,NA
"265",862,NA,NA
"266",862,NA,NA
"267",862,NA,NA
"268",862,NA,NA
"269",862,NA,NA
"270",862,NA,NA
"271",862,NA,NA
"272",862,NA,NA
"273",862,NA,NA
"274",862,NA,NA
"275",862,NA,NA
"276",862,NA,NA
"277",862,NA,NA
"278",862,NA,NA
"279",862,NA,NA
"280",862,NA,NA
"281",862,NA,NA
"282",862,NA,NA
"283",862,NA,NA
"284",862,NA,NA
"285",862,NA,NA
"286",862,NA,NA
"287",862,NA,NA
"288",862,NA,NA
"289",862,NA,NA
"290",862,NA,NA
"291",862,NA,NA
"292",862,NA,NA
"293",862,NA,NA
"294",862,NA,NA
"295",862,NA,NA
"296",862,NA,NA
"297",862,NA,NA
"298",862,NA,NA
"299",862,NA,NA
"300",862,NA,NA
"301",862,NA,NA
"302",862,NA,NA
"303",862,NA,NA
"304",862,NA,NA
"305",862,NA,NA
"306",862,NA,NA
"307",862,NA,NA
"308",862,NA,NA
"309",862,NA,NA
"310",862,NA,NA
"311",862,NA,NA
"312",862,NA,NA
"313",862,NA,NA
"314",862,NA,NA
"315",862,NA,NA
"316",862,NA,NA
"317",862,NA,NA
"318",862,NA,NA
"319",862,NA,NA
"320",862,NA,NA
"321",862,NA,NA
"322",862,NA,NA
"323",862,NA,NA
"324",862,NA,NA
"325",862,NA,NA
"326",862,NA,NA
"327",862,NA,NA
"328",862,NA,NA
"329",862,NA,NA
"330",862,NA,NA
"331",862,NA,NA
"332",862,NA,NA
"333",862,NA,NA
"334",862,NA,NA
"335",862,NA,NA
"336",862,NA,NA
"337",862,NA,NA
"338",862,NA,NA
"339",862,NA,NA
"340",862,NA,NA
"341",862,NA,NA
"342",862,NA,NA
"343",862,NA,NA
"344",862,NA,NA
"345",862,NA,NA
"346",862,NA,NA
"347",862,NA,NA
"348",862,NA,NA
"349",862,NA,NA
"350",862,NA,NA
"351",862,NA,NA
"352",862,NA,NA
"353",862,NA,NA
"354",862,NA,NA
"355",862,NA,NA
"356",862,NA,NA
"357",862,NA,NA
"358",862,NA,NA
"359",862,NA,NA
"360",862,NA,NA
"361",862,NA,NA
"362",862,NA,NA
"363",862,NA,NA
"364",862,NA,NA
"365",862,NA,NA
"366",862,NA,NA
"367",862,NA,NA
"368",862,NA,NA
"369",862,NA,NA
"370",862,NA,NA
"371",862,NA,NA
"372",862,NA,NA
"373",862,NA,NA
"374",862,NA,NA
"375",862,NA,NA
"376",862,NA,NA
"377",862,NA,NA
"378",862,NA,NA
"379",862,NA,NA
"380",862,NA,NA
"381",862,NA,NA
"382",862,NA,NA
"383",862,NA,NA
"384",862,NA,NA
"385",862,NA,NA
"386",862,NA,NA
"387",862,NA,NA
"388",862,NA,NA
"389",862,486200.3,4206584.6
"390",862,486181.2,4206635.9
"391",862,486170.7,4206648.2
"392",862,486159.3,4206678.3
"393",862,486363.9,4206662.3
"394",862,486780.7,4206574
"395",862,487090.5,4206496.9
"396",862,487100.9,4206381.3
"397",862,487133.1,4206222.5
"398",862,487197.9,4206122.5
"399",862,487223.9,4205960.4
"400",862,487351,4205822.6
"401",862,487665.8,4205571.6
"402",862,488004.5,4205393.8
"403",862,488340.4,4205153.7
"404",862,488723.7,4204876.8
"405",862,489044.6,4204532.3
"406",862,489278.8,4204335.6
"407",862,489266.6,4204324.6
"408",862,489269.2,4204291.2
"409",862,NA,NA
"410",862,NA,NA
"411",862,NA,NA
"412",862,NA,NA
"413",862,NA,NA
"414",862,NA,NA
"415",862,NA,NA
"416",862,NA,NA
"417",862,NA,NA
"418",862,NA,NA
"419",862,NA,NA
"420",862,NA,NA
"421",862,NA,NA
"422",862,NA,NA
"423",862,NA,NA
"424",862,NA,NA
"425",862,NA,NA
"426",862,NA,NA
"427",862,NA,NA
"428",862,NA,NA
"429",862,NA,NA
"430",862,NA,NA
"431",862,NA,NA
"432",862,NA,NA
"433",862,NA,NA
"434",862,NA,NA
"435",862,NA,NA
"436",862,NA,NA
"437",862,NA,NA
"438",862,NA,NA
"439",862,NA,NA
"440",862,NA,NA
"441",862,NA,NA
"442",862,NA,NA
"443",862,NA,NA
"444",862,NA,NA
"445",862,NA,NA
"446",862,NA,NA
"447",862,NA,NA
"448",862,NA,NA
"449",862,NA,NA
"450",862,NA,NA
"451",862,NA,NA
"452",862,NA,NA
"453",862,NA,NA
"454",862,NA,NA
"455",862,NA,NA
"456",862,NA,NA
"457",862,NA,NA
"458",862,NA,NA
"459",862,NA,NA
"460",862,NA,NA
"461",862,NA,NA
"462",862,NA,NA
"463",862,NA,NA
"464",862,NA,NA
"465",862,NA,NA
"466",862,NA,NA
"467",862,NA,NA
"468",862,NA,NA
"469",862,NA,NA
"470",862,NA,NA
"471",862,NA,NA
"472",862,NA,NA
"473",862,NA,NA
"474",862,NA,NA
"475",862,NA,NA
"476",862,NA,NA
"477",862,NA,NA
"478",862,NA,NA
"479",862,NA,NA
"480",862,NA,NA
"481",862,NA,NA
"482",862,NA,NA
"483",862,NA,NA
"484",862,NA,NA
"485",862,NA,NA
"486",862,NA,NA
"487",862,NA,NA
"488",862,NA,NA
"489",862,NA,NA
"490",862,NA,NA
"491",862,NA,NA
"492",862,NA,NA
"493",862,NA,NA
"494",862,NA,NA
"495",862,NA,NA
"496",862,NA,NA
"497",862,NA,NA
"498",862,NA,NA
"499",862,NA,NA
"500",862,NA,NA
"501",862,NA,NA
"502",862,NA,NA
"503",862,NA,NA
"504",862,NA,NA
"505",862,NA,NA
"506",862,NA,NA
"507",862,NA,NA
"508",862,NA,NA
"509",862,NA,NA
"510",862,NA,NA
"511",862,NA,NA
"512",862,NA,NA
"513",862,NA,NA
"514",862,NA,NA
"515",862,NA,NA
"516",862,NA,NA
"517",862,NA,NA
"518",862,NA,NA
"519",862,NA,NA
"520",862,NA,NA
"521",862,NA,NA
"522",862,NA,NA
"523",862,NA,NA
"524",862,NA,NA
"525",862,NA,NA
"526",862,NA,NA
"527",862,NA,NA
"528",862,NA,NA
"529",862,NA,NA
"530",862,NA,NA
"531",862,NA,NA
"532",862,NA,NA
"533",862,NA,NA
"534",862,NA,NA
"535",862,NA,NA
"536",862,NA,NA
"537",862,NA,NA
"538",862,NA,NA
"539",862,NA,NA
"540",862,NA,NA
"541",862,NA,NA
"542",862,NA,NA
"543",862,NA,NA
"544",862,NA,NA
"545",862,NA,NA
"546",862,NA,NA
"547",862,NA,NA
"548",862,NA,NA
"549",862,NA,NA
"550",862,NA,NA
"551",862,NA,NA
"552",862,NA,NA
"553",862,NA,NA
"554",862,NA,NA
"555",862,NA,NA
"556",862,NA,NA
"557",862,NA,NA
"558",862,NA,NA
"559",862,NA,NA
"560",862,NA,NA
"561",862,NA,NA
"562",862,NA,NA
"563",862,NA,NA
"564",862,NA,NA
"565",862,NA,NA
"566",862,NA,NA
"567",862,NA,NA
"568",862,NA,NA
"569",862,NA,NA
"570",862,NA,NA
"571",862,NA,NA
"572",862,NA,NA
"573",862,NA,NA
"574",862,NA,NA
"575",862,NA,NA
"576",862,NA,NA
"577",862,NA,NA
"578",862,NA,NA
"579",862,NA,NA
"580",862,NA,NA
"581",862,NA,NA
"582",862,NA,NA
"583",862,NA,NA
"584",862,NA,NA
"585",862,NA,NA
"586",862,NA,NA
"587",862,NA,NA
"588",862,NA,NA
"589",862,NA,NA
"590",862,NA,NA
"591",862,NA,NA
"592",862,NA,NA
"593",862,NA,NA
"594",862,NA,NA
"595",862,NA,NA
"596",862,NA,NA
"597",862,NA,NA
"598",862,NA,NA
"599",862,NA,NA
"600",862,NA,NA
"601",862,NA,NA
"602",862,NA,NA
"603",862,NA,NA
"604",862,NA,NA
"605",862,NA,NA
"606",862,NA,NA
"607",862,NA,NA
"608",862,NA,NA
"609",862,NA,NA
"610",862,NA,NA
"611",862,NA,NA
"612",862,NA,NA
"613",862,NA,NA
"614",862,NA,NA
"615",862,NA,NA
"616",862,NA,NA
"617",862,NA,NA
"618",862,NA,NA
"619",862,NA,NA
"620",862,NA,NA
"621",862,NA,NA
"622",862,NA,NA
"623",862,NA,NA
"624",862,NA,NA
"625",862,NA,NA
"626",862,NA,NA
"627",862,NA,NA
"628",862,NA,NA
"629",862,NA,NA
"630",862,NA,NA
"631",862,NA,NA
"632",862,NA,NA
"633",862,NA,NA
"634",862,NA,NA
"635",862,NA,NA
"636",862,NA,NA
"637",862,NA,NA
"638",862,NA,NA
"639",862,NA,NA
"640",862,NA,NA
"641",862,NA,NA
"642",862,NA,NA
"643",862,NA,NA
"644",862,NA,NA
"645",862,NA,NA
"646",862,NA,NA
"647",862,NA,NA
"648",862,NA,NA
"649",862,NA,NA
"650",862,NA,NA
"651",862,NA,NA
"652",862,NA,NA
"653",862,NA,NA
"654",862,NA,NA
"655",862,NA,NA
"656",862,NA,NA
"657",862,NA,NA
"658",862,NA,NA
"659",862,NA,NA
"660",862,NA,NA
"661",862,NA,NA
"662",862,NA,NA
"663",862,NA,NA
"664",862,NA,NA
"665",862,NA,NA
"666",862,NA,NA
"667",862,NA,NA
"668",862,NA,NA
"669",862,NA,NA
"670",862,NA,NA
"671",862,NA,NA
"672",862,NA,NA
"673",862,NA,NA
"674",862,NA,NA
"675",862,NA,NA
"676",862,NA,NA
"677",862,NA,NA
"678",862,NA,NA
"679",862,NA,NA
"680",862,NA,NA
"681",862,NA,NA
"682",862,NA,NA
"683",862,NA,NA
"684",862,NA,NA
"685",862,NA,NA
"686",862,NA,NA
"687",862,NA,NA
"688",862,NA,NA
"689",862,NA,NA
"690",862,NA,NA
"691",862,NA,NA
"692",862,NA,NA
"693",862,NA,NA
"694",862,NA,NA
"695",862,NA,NA
"696",862,NA,NA
"697",862,NA,NA
"698",862,NA,NA
"699",862,NA,NA
"700",862,NA,NA
"701",862,NA,NA
"702",862,NA,NA
"703",862,NA,NA
"704",862,NA,NA
"705",862,NA,NA
"706",862,NA,NA
"707",862,NA,NA
"708",862,NA,NA
"709",862,NA,NA
"710",862,NA,NA
"711",862,NA,NA
"712",862,NA,NA
"713",862,NA,NA
"714",862,NA,NA
"715",862,NA,NA
"716",862,NA,NA
"717",862,NA,NA
"718",862,NA,NA
"719",862,NA,NA
"720",862,NA,NA
"721",862,NA,NA
"722",862,NA,NA
"723",862,NA,NA
"724",862,NA,NA
"725",862,NA,NA
"726",862,NA,NA
"727",862,NA,NA
"728",862,NA,NA
"729",862,NA,NA
"730",862,NA,NA
"731",862,NA,NA
"732",862,NA,NA
"733",862,NA,NA
"734",862,NA,NA
"735",862,NA,NA
"736",862,NA,NA
"737",862,NA,NA
"738",862,NA,NA
"739",862,NA,NA
"740",862,NA,NA
"741",862,NA,NA
"742",862,NA,NA
"743",862,NA,NA
"744",862,NA,NA
"745",862,NA,NA
"746",862,NA,NA
"747",862,NA,NA
"748",862,NA,NA
"749",862,NA,NA
"750",862,NA,NA
"751",862,NA,NA
"752",862,NA,NA
"753",862,NA,NA
"754",862,NA,NA
"755",862,NA,NA
"756",862,NA,NA
"757",862,NA,NA
"758",862,NA,NA
"759",862,NA,NA
"760",862,NA,NA
"761",862,NA,NA
"762",862,NA,NA
"763",862,NA,NA
"764",862,NA,NA
"765",862,NA,NA
"766",862,NA,NA
"767",862,NA,NA
"768",862,NA,NA
"769",862,NA,NA
"770",862,NA,NA
"771",862,NA,NA
"772",862,NA,NA
"773",862,NA,NA
"774",862,NA,NA
"775",862,NA,NA
"776",862,NA,NA
"777",862,NA,NA
"778",862,NA,NA
"779",862,NA,NA
"780",862,NA,NA
"781",862,NA,NA
"782",862,NA,NA
"783",862,NA,NA
"784",862,NA,NA
"785",862,NA,NA
"786",862,NA,NA
"787",862,NA,NA
"788",862,NA,NA
"789",862,NA,NA
"790",862,NA,NA
"791",862,NA,NA
"792",862,NA,NA
"793",862,NA,NA
"794",862,NA,NA
"795",862,NA,NA
"796",862,NA,NA
"797",862,NA,NA
"798",862,NA,NA
"799",862,NA,NA
"800",862,NA,NA
"801",862,NA,NA
"802",862,NA,NA
"803",862,NA,NA
"804",862,NA,NA
"805",862,NA,NA
"806",862,NA,NA
"807",862,NA,NA
"808",862,NA,NA
"809",862,NA,NA
"810",862,NA,NA
"811",862,NA,NA
"812",862,NA,NA
"813",862,NA,NA
"814",862,NA,NA
"815",862,NA,NA
"816",862,NA,NA
"817",862,NA,NA
"818",862,NA,NA
"819",862,NA,NA
"820",862,NA,NA
"821",862,NA,NA
"822",862,NA,NA
"823",862,NA,NA
"824",862,NA,NA
"825",862,NA,NA
"826",862,NA,NA
"827",862,NA,NA
"828",862,NA,NA
"829",862,NA,NA
"830",862,NA,NA
"831",862,NA,NA
"832",862,NA,NA
"833",862,NA,NA
"834",862,NA,NA
"835",862,NA,NA
"836",862,NA,NA
"837",862,NA,NA
"838",862,NA,NA
"839",862,NA,NA
"840",862,NA,NA
"841",862,NA,NA
"842",862,NA,NA
"843",862,NA,NA
"844",862,NA,NA
"845",862,NA,NA
"846",862,NA,NA
"847",862,NA,NA
"848",862,NA,NA
"849",862,NA,NA
"850",862,NA,NA
"851",862,NA,NA
"852",862,NA,NA
"853",862,NA,NA
"854",862,NA,NA
"855",862,NA,NA
"856",862,NA,NA
"857",862,NA,NA
"858",862,NA,NA
"859",862,NA,NA
"860",862,NA,NA
"861",862,NA,NA
"862",862,NA,NA
"863",862,NA,NA
"864",862,NA,NA
"865",862,NA,NA
"866",862,NA,NA
"867",862,NA,NA
"868",862,NA,NA
"869",862,NA,NA
"870",862,NA,NA
"871",862,NA,NA
"872",862,NA,NA
"873",862,NA,NA
"874",862,NA,NA
"875",862,NA,NA
"876",862,NA,NA
"877",862,NA,NA
"878",862,NA,NA
"879",862,NA,NA
"880",862,NA,NA
"881",862,NA,NA
"882",862,NA,NA
"883",862,NA,NA
"884",862,NA,NA
"885",862,NA,NA
"886",862,NA,NA
"887",862,NA,NA
"888",862,NA,NA
"889",862,NA,NA
"890",862,NA,NA
"891",862,NA,NA
"892",862,NA,NA
"893",862,NA,NA
"894",862,NA,NA
"895",862,NA,NA
"896",862,NA,NA
"897",862,NA,NA
"898",862,NA,NA
"899",862,NA,NA
"900",862,NA,NA
"901",862,NA,NA
"902",862,NA,NA
"903",862,NA,NA
"904",862,NA,NA
"905",862,NA,NA
"906",862,NA,NA
"907",862,NA,NA
"908",862,NA,NA
"909",862,NA,NA
"910",862,NA,NA
"911",862,NA,NA
"912",862,NA,NA
"913",862,NA,NA
"914",862,NA,NA
"915",862,NA,NA
"916",862,NA,NA
"917",862,NA,NA
"918",862,NA,NA
"919",862,NA,NA
"920",862,NA,NA
"921",862,NA,NA
"922",862,NA,NA
"923",862,NA,NA
"924",862,NA,NA
"925",862,NA,NA
"926",862,NA,NA
"927",862,NA,NA
"928",862,NA,NA
"929",862,NA,NA
"930",862,NA,NA
"931",862,NA,NA
"932",862,NA,NA
"933",862,NA,NA
"934",862,NA,NA
"935",862,NA,NA
"936",862,NA,NA
"937",862,NA,NA
"938",862,NA,NA
"939",862,NA,NA
"940",862,NA,NA
"941",862,NA,NA
"942",862,NA,NA
"943",862,NA,NA
"944",862,NA,NA
"945",862,NA,NA
"946",862,NA,NA
"947",862,NA,NA
"948",862,NA,NA
"949",862,NA,NA
"950",862,NA,NA
"951",862,NA,NA
"952",862,NA,NA
"953",862,NA,NA
"954",862,NA,NA
"955",862,NA,NA
"956",862,NA,NA
"957",862,NA,NA
"958",862,NA,NA
"959",862,NA,NA
"960",862,NA,NA
"961",862,NA,NA
"962",862,NA,NA
"963",862,NA,NA
"964",862,NA,NA
"965",862,NA,NA
"966",862,NA,NA
"967",862,NA,NA
"968",862,NA,NA
"969",862,NA,NA
"970",862,NA,NA
"971",862,NA,NA
"972",862,NA,NA
"973",862,NA,NA
"974",862,NA,NA
"975",862,NA,NA
"976",862,NA,NA
"977",862,NA,NA
"978",862,NA,NA
"979",862,NA,NA
"980",862,NA,NA
"981",862,NA,NA
"982",862,NA,NA
"983",862,NA,NA
"984",862,NA,NA
"985",862,NA,NA
"986",862,NA,NA
"987",862,NA,NA
"988",862,NA,NA
"989",862,NA,NA
"990",862,NA,NA
"991",862,NA,NA
"992",862,NA,NA
"993",862,NA,NA
"994",862,NA,NA
"995",862,NA,NA
"996",862,NA,NA
"997",862,NA,NA
"998",862,NA,NA
"999",862,NA,NA
"1000",862,NA,NA
"1001",862,NA,NA
"1002",862,NA,NA
"1003",862,NA,NA
"1004",862,NA,NA
"1005",862,NA,NA
"1006",862,NA,NA
"1007",862,NA,NA
"1008",862,NA,NA
"1009",862,NA,NA
"1010",862,NA,NA
"1011",862,NA,NA
"1012",862,NA,NA
"1013",862,NA,NA
"1014",862,NA,NA
"1015",862,NA,NA
"1016",862,NA,NA
"1017",862,NA,NA
"1018",862,NA,NA
"1019",862,NA,NA
"1020",862,NA,NA
"1021",862,NA,NA
"1022",862,NA,NA
"1023",862,NA,NA
"1024",862,NA,NA
"1025",862,NA,NA
"1026",862,NA,NA
"1027",862,NA,NA
"1028",862,NA,NA
"1029",862,NA,NA
"1030",862,NA,NA
"1031",862,NA,NA
"1032",862,NA,NA
"1033",862,NA,NA
"1034",862,NA,NA
"1035",862,NA,NA
"1036",862,NA,NA
"1037",862,NA,NA
"1038",862,NA,NA
"1039",862,NA,NA
"1040",862,NA,NA
"1041",862,NA,NA
"1042",862,NA,NA
"1043",862,NA,NA
"1044",862,NA,NA
"1045",862,NA,NA
"1046",862,NA,NA
"1047",862,NA,NA
"1048",862,NA,NA
"1049",862,NA,NA
"1050",862,NA,NA
"1051",862,NA,NA
"1052",862,NA,NA
"1053",862,NA,NA
"1054",862,NA,NA
"1055",862,NA,NA
"1056",862,NA,NA
"1057",862,NA,NA
"1058",862,NA,NA
"1059",862,NA,NA
"1060",862,NA,NA
"1061",862,NA,NA
"1062",862,NA,NA
"1063",862,NA,NA
"1064",862,NA,NA
"1065",862,NA,NA
"1066",862,NA,NA
"1067",862,NA,NA
"1068",862,NA,NA
"1069",862,NA,NA
"1070",862,NA,NA
"1071",862,NA,NA
"1072",862,NA,NA
"1073",862,NA,NA
"1074",862,NA,NA
"1075",862,NA,NA
"1076",862,NA,NA
"1077",862,NA,NA
"1078",862,NA,NA
"1079",862,NA,NA
"1080",862,NA,NA
"1081",862,NA,NA
"1082",862,NA,NA
"1083",862,NA,NA
"1084",862,NA,NA
"1085",862,NA,NA
"1086",862,NA,NA
"1087",862,NA,NA
"1088",862,NA,NA
"1089",862,NA,NA
"1090",862,NA,NA
"1091",862,NA,NA
"1092",862,NA,NA
"1093",862,NA,NA
"1094",862,NA,NA
"1095",862,NA,NA
"1096",862,NA,NA
"1097",862,NA,NA
"1098",862,NA,NA
"1099",862,NA,NA
"1100",862,NA,NA
"1101",862,NA,NA
"1102",862,NA,NA
"1103",862,NA,NA
"1104",862,NA,NA
"1105",862,NA,NA
"1106",862,NA,NA
"1107",862,NA,NA
"1108",862,NA,NA
"1109",862,NA,NA
"1110",862,NA,NA
"1111",862,NA,NA
"1112",862,NA,NA
"1113",862,NA,NA
"1114",862,NA,NA
"1115",862,NA,NA
"1116",862,NA,NA
"1117",862,NA,NA
"1118",862,NA,NA
"1119",862,NA,NA
"1120",862,NA,NA
"1121",862,NA,NA
"1122",862,NA,NA
"1123",862,NA,NA
"1124",862,NA,NA
"1125",862,NA,NA
"1126",862,NA,NA
"1127",862,NA,NA
"1128",862,NA,NA
"1129",862,NA,NA
"1130",862,NA,NA
"1131",862,NA,NA
"1132",862,NA,NA
"1133",862,NA,NA
"1134",862,NA,NA
"1135",862,NA,NA
"1136",862,NA,NA
"1137",862,NA,NA
"1138",862,NA,NA
"1139",862,NA,NA
"1140",862,NA,NA
"1141",862,NA,NA
"1142",862,NA,NA
"1143",862,NA,NA
"1144",862,NA,NA
"1145",862,NA,NA
"1146",862,NA,NA
"1147",862,NA,NA
"1148",862,NA,NA
"1149",862,NA,NA
"1150",862,NA,NA
"1151",862,NA,NA
"1152",862,NA,NA
"1153",862,NA,NA
"1154",862,NA,NA
"1155",862,NA,NA
"1156",862,NA,NA
"1157",862,NA,NA
"1158",862,NA,NA
"1159",862,NA,NA
"1160",862,NA,NA
"1161",862,NA,NA
"1162",862,NA,NA
"1163",862,NA,NA
"1164",862,NA,NA
"1165",862,NA,NA
"1166",862,NA,NA
"1167",862,NA,NA
"1168",862,NA,NA
"1169",862,NA,NA
"1170",862,NA,NA
"1171",862,NA,NA
"1172",862,NA,NA
"1173",862,NA,NA
"1174",862,NA,NA
"1175",862,NA,NA
"1176",862,NA,NA
"1177",862,NA,NA
"1178",862,NA,NA
"1179",862,NA,NA
"1180",862,NA,NA
"1181",862,NA,NA
"1182",862,NA,NA
"1183",862,NA,NA
"1184",862,NA,NA
"1185",862,NA,NA
"1186",862,NA,NA
"1187",862,NA,NA
"1188",862,NA,NA
"1189",862,NA,NA
"1190",862,NA,NA
"1191",862,NA,NA
"1192",862,NA,NA
"1193",862,NA,NA
"1194",862,NA,NA
"1195",862,NA,NA
"1196",862,NA,NA
"1197",862,NA,NA
"1198",862,NA,NA
"1199",862,NA,NA
"1200",862,NA,NA
"1201",862,NA,NA
"1202",862,NA,NA
"1203",862,NA,NA
"1204",862,NA,NA
"1205",862,NA,NA
"1206",862,NA,NA
"1207",862,NA,NA
"1208",862,NA,NA
"1209",862,NA,NA
"1210",862,NA,NA
"1211",862,NA,NA
"1212",862,NA,NA
"1213",862,NA,NA
"1214",862,NA,NA
"1215",862,NA,NA
"1216",862,NA,NA
"1217",862,NA,NA
"1218",862,NA,NA
"1219",862,NA,NA
"1220",862,NA,NA
"1221",862,NA,NA
"1222",862,NA,NA
"1223",862,NA,NA
"1224",862,NA,NA
"1225",862,NA,NA
"1226",862,NA,NA
"1227",862,NA,NA
"1228",862,NA,NA
"1229",862,NA,NA
"1230",862,NA,NA
