"","time","oid","x","y"
"247",2002-09-10 11:19:00,862,NA,NA
"248",2002-09-10 11:19:30,862,NA,NA
"249",2002-09-10 11:20:00,862,NA,NA
"250",2002-09-10 11:20:30,862,NA,NA
"251",2002-09-10 11:21:00,862,NA,NA
"252",2002-09-10 11:21:30,862,NA,NA
"253",2002-09-10 11:22:00,862,NA,NA
"254",2002-09-10 11:22:30,862,NA,NA
"255",2002-09-10 11:23:00,862,NA,NA
"256",2002-09-10 11:23:30,862,NA,NA
"257",2002-09-10 11:24:00,862,NA,NA
"258",2002-09-10 11:24:30,862,NA,NA
"259",2002-09-10 11:25:00,862,NA,NA
"260",2002-09-10 11:25:30,862,NA,NA
"261",2002-09-10 11:26:00,862,NA,NA
"262",2002-09-10 11:26:30,862,NA,NA
"263",2002-09-10 11:27:00,862,NA,NA
"264",2002-09-10 11:27:30,862,NA,NA
"265",2002-09-10 11:28:00,862,NA,NA
"266",2002-09-10 11:28:30,862,NA,NA
"267",2002-09-10 11:29:00,862,NA,NA
"268",2002-09-10 11:29:30,862,NA,NA
"269",2002-09-10 11:30:00,862,NA,NA
"270",2002-09-10 11:30:30,862,NA,NA
"271",2002-09-10 11:31:00,862,NA,NA
"272",2002-09-10 11:31:30,862,NA,NA
"273",2002-09-10 11:32:00,862,NA,NA
"274",2002-09-10 11:32:30,862,NA,NA
"275",2002-09-10 11:33:00,862,NA,NA
"276",2002-09-10 11:33:30,862,NA,NA
"277",2002-09-10 11:34:00,862,NA,NA
"278",2002-09-10 11:34:30,862,NA,NA
"279",2002-09-10 11:35:00,862,NA,NA
"280",2002-09-10 11:35:30,862,NA,NA
"281",2002-09-10 11:36:00,862,NA,NA
"282",2002-09-10 11:36:30,862,NA,NA
"283",2002-09-10 11:37:00,862,NA,NA
"284",2002-09-10 11:37:30,862,NA,NA
"285",2002-09-10 11:38:00,862,NA,NA
"286",2002-09-10 11:38:30,862,NA,NA
"287",2002-09-10 11:39:00,862,NA,NA
"288",2002-09-10 11:39:30,862,NA,NA
"289",2002-09-10 11:40:00,862,NA,NA
"290",2002-09-10 11:40:30,862,NA,NA
"291",2002-09-10 11:41:00,862,NA,NA
"292",2002-09-10 11:41:30,862,NA,NA
"293",2002-09-10 11:42:00,862,NA,NA
"294",2002-09-10 11:42:30,862,NA,NA
"295",2002-09-10 11:43:00,862,NA,NA
"296",2002-09-10 11:43:30,862,NA,NA
"297",2002-09-10 11:44:00,862,NA,NA
"298",2002-09-10 11:44:30,862,NA,NA
"299",2002-09-10 11:45:00,862,NA,NA
"300",2002-09-10 11:45:30,862,NA,NA
"301",2002-09-10 11:46:00,862,NA,NA
"302",2002-09-10 11:46:30,862,NA,NA
"303",2002-09-10 11:47:00,862,NA,NA
"304",2002-09-10 11:47:30,862,NA,NA
"305",2002-09-10 11:48:00,862,NA,NA
"306",2002-09-10 11:48:30,862,NA,NA
"307",2002-09-10 11:49:00,862,NA,NA
"308",2002-09-10 11:49:30,862,NA,NA
"309",2002-09-10 11:50:00,862,NA,NA
"310",2002-09-10 11:50:30,862,NA,NA
"311",2002-09-10 11:51:00,862,NA,NA
"312",2002-09-10 11:51:30,862,NA,NA
"313",2002-09-10 11:52:00,862,NA,NA
"314",2002-09-10 11:52:30,862,NA,NA
"315",2002-09-10 11:53:00,862,NA,NA
"316",2002-09-10 11:53:30,862,NA,NA
"317",2002-09-10 11:54:00,862,NA,NA
"318",2002-09-10 11:54:30,862,NA,NA
"319",2002-09-10 11:55:00,862,NA,NA
"320",2002-09-10 11:55:30,862,NA,NA
"321",2002-09-10 11:56:00,862,NA,NA
"322",2002-09-10 11:56:30,862,NA,NA
"323",2002-09-10 11:57:00,862,NA,NA
"324",2002-09-10 11:57:30,862,NA,NA
"325",2002-09-10 11:58:00,862,NA,NA
"326",2002-09-10 11:58:30,862,NA,NA
"327",2002-09-10 11:59:00,862,NA,NA
"328",2002-09-10 11:59:30,862,NA,NA
"329",2002-09-10 12:00:00,862,NA,NA
"330",2002-09-10 12:00:30,862,NA,NA
"331",2002-09-10 12:01:00,862,NA,NA
"332",2002-09-10 12:01:30,862,NA,NA
"333",2002-09-10 12:02:00,862,NA,NA
"334",2002-09-10 12:02:30,862,NA,NA
"335",2002-09-10 12:03:00,862,NA,NA
"336",2002-09-10 12:03:30,862,NA,NA
"337",2002-09-10 12:04:00,862,NA,NA
"338",2002-09-10 12:04:30,862,NA,NA
"339",2002-09-10 12:05:00,862,NA,NA
"340",2002-09-10 12:05:30,862,NA,NA
"341",2002-09-10 12:06:00,862,NA,NA
"342",2002-09-10 12:06:30,862,NA,NA
"343",2002-09-10 12:07:00,862,NA,NA
"344",2002-09-10 12:07:30,862,NA,NA
"345",2002-09-10 12:08:00,862,NA,NA
"346",2002-09-10 12:08:30,862,NA,NA
"347",2002-09-10 12:09:00,862,NA,NA
"348",2002-09-10 12:09:30,862,NA,NA
"349",2002-09-10 12:10:00,862,NA,NA
"350",2002-09-10 12:10:30,862,NA,NA
"351",2002-09-10 12:11:00,862,NA,NA
"352",2002-09-10 12:11:30,862,NA,NA
"353",2002-09-10 12:12:00,862,NA,NA
"354",2002-09-10 12:12:30,862,NA,NA
"355",2002-09-10 12:13:00,862,NA,NA
"356",2002-09-10 12:13:30,862,NA,NA
"357",2002-09-10 12:14:00,862,NA,NA
"358",2002-09-10 12:14:30,862,NA,NA
"359",2002-09-10 12:15:00,862,NA,NA
"360",2002-09-10 12:15:30,862,NA,NA
"361",2002-09-10 12:16:00,862,NA,NA
"362",2002-09-10 12:16:30,862,NA,NA
"363",2002-09-10 12:17:00,862,NA,NA
"364",2002-09-10 12:17:30,862,NA,NA
"365",2002-09-10 12:18:00,862,NA,NA
"366",2002-09-10 12:18:30,862,NA,NA
"367",2002-09-10 12:19:00,862,NA,NA
"368",2002-09-10 12:19:30,862,NA,NA
"369",2002-09-10 12:20:00,862,NA,NA
"370",2002-09-10 12:20:30,862,NA,NA
"371",2002-09-10 12:21:00,862,NA,NA
"372",2002-09-10 12:21:30,862,NA,NA
"373",2002-09-10 12:22:00,862,NA,NA
"374",2002-09-10 12:22:30,862,NA,NA
"375",2002-09-10 12:23:00,862,NA,NA
"376",2002-09-10 12:23:30,862,NA,NA
"377",2002-09-10 12:24:00,862,NA,NA
"378",2002-09-10 12:24:30,862,NA,NA
"379",2002-09-10 12:25:00,862,NA,NA
"380",2002-09-10 12:25:30,862,NA,NA
"381",2002-09-10 12:26:00,862,NA,NA
"382",2002-09-10 12:26:30,862,NA,NA
"383",2002-09-10 12:27:00,862,NA,NA
"384",2002-09-10 12:27:30,862,NA,NA
"385",2002-09-10 12:28:00,862,NA,NA
"386",2002-09-10 12:28:30,862,NA,NA
"387",2002-09-10 12:29:00,862,NA,NA
"388",2002-09-10 12:29:30,862,NA,NA
"389",2002-09-10 12:30:00,862,486200.3,4206584.6
"390",2002-09-10 12:30:30,862,486181.2,4206635.9
"391",2002-09-10 12:31:00,862,486170.7,4206648.2
"392",2002-09-10 12:31:30,862,486159.3,4206678.3
"393",2002-09-10 12:32:00,862,486363.9,4206662.3
"394",2002-09-10 12:32:30,862,486780.7,4206574
"395",2002-09-10 12:33:00,862,487090.5,4206496.9
"396",2002-09-10 12:33:30,862,487100.9,4206381.3
"397",2002-09-10 12:34:00,862,487133.1,4206222.5
"398",2002-09-10 12:34:30,862,487197.9,4206122.5
"399",2002-09-10 12:35:00,862,487223.9,4205960.4
"400",2002-09-10 12:35:30,862,487351,4205822.6
"401",2002-09-10 12:36:00,862,487665.8,4205571.6
"402",2002-09-10 12:36:30,862,488004.5,4205393.8
"403",2002-09-10 12:37:00,862,488340.4,4205153.7
"404",2002-09-10 12:37:30,862,488723.7,4204876.8
"405",2002-09-10 12:38:00,862,489044.6,4204532.3
"406",2002-09-10 12:38:30,862,489278.8,4204335.6
"407",2002-09-10 12:39:00,862,489266.6,4204324.6
"408",2002-09-10 12:39:30,862,489269.2,4204291.2
"409",2002-09-10 12:40:00,862,NA,NA
"410",2002-09-10 12:40:30,862,NA,NA
"411",2002-09-10 12:41:00,862,NA,NA
"412",2002-09-10 12:41:30,862,NA,NA
"413",2002-09-10 12:42:00,862,NA,NA
"414",2002-09-10 12:42:30,862,NA,NA
"415",2002-09-10 12:43:00,862,NA,NA
"416",2002-09-10 12:43:30,862,NA,NA
"417",2002-09-10 12:44:00,862,NA,NA
"418",2002-09-10 12:44:30,862,NA,NA
"419",2002-09-10 12:45:00,862,NA,NA
"420",2002-09-10 12:45:30,862,NA,NA
"421",2002-09-10 12:46:00,862,NA,NA
"422",2002-09-10 12:46:30,862,NA,NA
"423",2002-09-10 12:47:00,862,NA,NA
"424",2002-09-10 12:47:30,862,NA,NA
"425",2002-09-10 12:48:00,862,NA,NA
"426",2002-09-10 12:48:30,862,NA,NA
"427",2002-09-10 12:49:00,862,NA,NA
"428",2002-09-10 12:49:30,862,NA,NA
"429",2002-09-10 12:50:00,862,NA,NA
"430",2002-09-10 12:50:30,862,NA,NA
"431",2002-09-10 12:51:00,862,NA,NA
"432",2002-09-10 12:51:30,862,NA,NA
"433",2002-09-10 12:52:00,862,NA,NA
"434",2002-09-10 12:52:30,862,NA,NA
"435",2002-09-10 12:53:00,862,NA,NA
"436",2002-09-10 12:53:30,862,NA,NA
"437",2002-09-10 12:54:00,862,NA,NA
"438",2002-09-10 12:54:30,862,NA,NA
"439",2002-09-10 12:55:00,862,NA,NA
"440",2002-09-10 12:55:30,862,NA,NA
"441",2002-09-10 12:56:00,862,NA,NA
"442",2002-09-10 12:56:30,862,NA,NA
"443",2002-09-10 12:57:00,862,NA,NA
"444",2002-09-10 12:57:30,862,NA,NA
"445",2002-09-10 12:58:00,862,NA,NA
"446",2002-09-10 12:58:30,862,NA,NA
"447",2002-09-10 12:59:00,862,NA,NA
"448",2002-09-10 12:59:30,862,NA,NA
"449",2002-09-10 13:00:00,862,NA,NA
"450",2002-09-10 13:00:30,862,NA,NA
"451",2002-09-10 13:01:00,862,NA,NA
"452",2002-09-10 13:01:30,862,NA,NA
"453",2002-09-10 13:02:00,862,NA,NA
"454",2002-09-10 13:02:30,862,NA,NA
"455",2002-09-10 13:03:00,862,NA,NA
"456",2002-09-10 13:03:30,862,NA,NA
"457",2002-09-10 13:04:00,862,NA,NA
"458",2002-09-10 13:04:30,862,NA,NA
"459",2002-09-10 13:05:00,862,NA,NA
"460",2002-09-10 13:05:30,862,NA,NA
"461",2002-09-10 13:06:00,862,NA,NA
"462",2002-09-10 13:06:30,862,NA,NA
"463",2002-09-10 13:07:00,862,NA,NA
"464",2002-09-10 13:07:30,862,NA,NA
"465",2002-09-10 13:08:00,862,NA,NA
"466",2002-09-10 13:08:30,862,NA,NA
"467",2002-09-10 13:09:00,862,NA,NA
"468",2002-09-10 13:09:30,862,NA,NA
"469",2002-09-10 13:10:00,862,NA,NA
"470",2002-09-10 13:10:30,862,NA,NA
"471",2002-09-10 13:11:00,862,NA,NA
"472",2002-09-10 13:11:30,862,NA,NA
"473",2002-09-10 13:12:00,862,NA,NA
"474",2002-09-10 13:12:30,862,NA,NA
"475",2002-09-10 13:13:00,862,NA,NA
"476",2002-09-10 13:13:30,862,NA,NA
"477",2002-09-10 13:14:00,862,NA,NA
"478",2002-09-10 13:14:30,862,NA,NA
"479",2002-09-10 13:15:00,862,NA,NA
"480",2002-09-10 13:15:30,862,NA,NA
"481",2002-09-10 13:16:00,862,NA,NA
"482",2002-09-10 13:16:30,862,NA,NA
"483",2002-09-10 13:17:00,862,NA,NA
"484",2002-09-10 13:17:30,862,NA,NA
"485",2002-09-10 13:18:00,862,NA,NA
"486",2002-09-10 13:18:30,862,NA,NA
"487",2002-09-10 13:19:00,862,NA,NA
"488",2002-09-10 13:19:30,862,NA,NA
"489",2002-09-10 13:20:00,862,NA,NA
"490",2002-09-10 13:20:30,862,NA,NA
"491",2002-09-10 13:21:00,862,NA,NA
"492",2002-09-10 13:21:30,862,NA,NA
"493",2002-09-10 13:22:00,862,NA,NA
"494",2002-09-10 13:22:30,862,NA,NA
"495",2002-09-10 13:23:00,862,NA,NA
"496",2002-09-10 13:23:30,862,NA,NA
"497",2002-09-10 13:24:00,862,NA,NA
"498",2002-09-10 13:24:30,862,NA,NA
"499",2002-09-10 13:25:00,862,NA,NA
"500",2002-09-10 13:25:30,862,NA,NA
"501",2002-09-10 13:26:00,862,NA,NA
"502",2002-09-10 13:26:30,862,NA,NA
"503",2002-09-10 13:27:00,862,NA,NA
"504",2002-09-10 13:27:30,862,NA,NA
"505",2002-09-10 13:28:00,862,NA,NA
"506",2002-09-10 13:28:30,862,NA,NA
"507",2002-09-10 13:29:00,862,NA,NA
"508",2002-09-10 13:29:30,862,NA,NA
"509",2002-09-10 13:30:00,862,NA,NA
"510",2002-09-10 13:30:30,862,NA,NA
"511",2002-09-10 13:31:00,862,NA,NA
"512",2002-09-10 13:31:30,862,NA,NA
"513",2002-09-10 13:32:00,862,NA,NA
"514",2002-09-10 13:32:30,862,NA,NA
"515",2002-09-10 13:33:00,862,NA,NA
"516",2002-09-10 13:33:30,862,NA,NA
"517",2002-09-10 13:34:00,862,NA,NA
"518",2002-09-10 13:34:30,862,NA,NA
"519",2002-09-10 13:35:00,862,NA,NA
"520",2002-09-10 13:35:30,862,NA,NA
"521",2002-09-10 13:36:00,862,NA,NA
"522",2002-09-10 13:36:30,862,NA,NA
"523",2002-09-10 13:37:00,862,NA,NA
"524",2002-09-10 13:37:30,862,NA,NA
"525",2002-09-10 13:38:00,862,NA,NA
"526",2002-09-10 13:38:30,862,NA,NA
"527",2002-09-10 13:39:00,862,NA,NA
"528",2002-09-10 13:39:30,862,NA,NA
"529",2002-09-10 13:40:00,862,NA,NA
"530",2002-09-10 13:40:30,862,NA,NA
"531",2002-09-10 13:41:00,862,NA,NA
"532",2002-09-10 13:41:30,862,NA,NA
"533",2002-09-10 13:42:00,862,NA,NA
"534",2002-09-10 13:42:30,862,NA,NA
"535",2002-09-10 13:43:00,862,NA,NA
"536",2002-09-10 13:43:30,862,NA,NA
"537",2002-09-10 13:44:00,862,NA,NA
"538",2002-09-10 13:44:30,862,NA,NA
"539",2002-09-10 13:45:00,862,NA,NA
"540",2002-09-10 13:45:30,862,NA,NA
"541",2002-09-10 13:46:00,862,NA,NA
"542",2002-09-10 13:46:30,862,NA,NA
"543",2002-09-10 13:47:00,862,NA,NA
"544",2002-09-10 13:47:30,862,NA,NA
"545",2002-09-10 13:48:00,862,NA,NA
"546",2002-09-10 13:48:30,862,NA,NA
"547",2002-09-10 13:49:00,862,NA,NA
"548",2002-09-10 13:49:30,862,NA,NA
"549",2002-09-10 13:50:00,862,NA,NA
"550",2002-09-10 13:50:30,862,NA,NA
"551",2002-09-10 13:51:00,862,NA,NA
"552",2002-09-10 13:51:30,862,NA,NA
"553",2002-09-10 13:52:00,862,NA,NA
"554",2002-09-10 13:52:30,862,NA,NA
"555",2002-09-10 13:53:00,862,NA,NA
"556",2002-09-10 13:53:30,862,NA,NA
"557",2002-09-10 13:54:00,862,NA,NA
"558",2002-09-10 13:54:30,862,NA,NA
"559",2002-09-10 13:55:00,862,NA,NA
"560",2002-09-10 13:55:30,862,NA,NA
"561",2002-09-10 13:56:00,862,NA,NA
"562",2002-09-10 13:56:30,862,NA,NA
"563",2002-09-10 13:57:00,862,NA,NA
"564",2002-09-10 13:57:30,862,NA,NA
"565",2002-09-10 13:58:00,862,NA,NA
"566",2002-09-10 13:58:30,862,NA,NA
"567",2002-09-10 13:59:00,862,NA,NA
"568",2002-09-10 13:59:30,862,NA,NA
"569",2002-09-10 14:00:00,862,NA,NA
"570",2002-09-10 14:00:30,862,NA,NA
"571",2002-09-10 14:01:00,862,NA,NA
"572",2002-09-10 14:01:30,862,NA,NA
"573",2002-09-10 14:02:00,862,NA,NA
