"","oid","x","y"
"115",862,486870.631111111,4206316.37333333
"116",862,486870.631111111,4206316.37333333
"117",862,486870.631111111,4206316.37333333
"118",862,486870.631111111,4206316.37333333
"119",862,486870.631111111,4206316.37333333
"120",862,486870.631111111,4206316.37333333
"121",862,486870.631111111,4206316.37333333
"122",862,486870.631111111,4206316.37333333
"123",862,486870.631111111,4206316.37333333
"124",862,486870.631111111,4206316.37333333
"125",862,486870.631111111,4206316.37333333
"126",862,486870.631111111,4206316.37333333
"127",862,486870.631111111,4206316.37333333
"128",862,486870.631111111,4206316.37333333
"129",862,486870.631111111,4206316.37333333
"130",862,486870.631111111,4206316.37333333
"131",862,486870.631111111,4206316.37333333
"132",862,486870.631111111,4206316.37333333
"133",862,486870.631111111,4206316.37333333
"134",862,486870.631111111,4206316.37333333
"135",862,486870.631111111,4206316.37333333
"136",862,486870.631111111,4206316.37333333
"137",862,486870.631111111,4206316.37333333
"138",862,486870.631111111,4206316.37333333
"139",862,486870.631111111,4206316.37333333
"140",862,486870.631111111,4206316.37333333
"141",862,486870.631111111,4206316.37333333
"142",862,486870.631111111,4206316.37333333
"143",862,486870.631111111,4206316.37333333
"144",862,486870.631111111,4206316.37333333
"145",862,486870.631111111,4206316.37333333
"146",862,486870.631111111,4206316.37333333
"147",862,486870.631111111,4206316.37333333
"148",862,486870.631111111,4206316.37333333
"149",862,486870.631111111,4206316.37333333
"150",862,486870.631111111,4206316.37333333
"151",862,486870.631111111,4206316.37333333
"152",862,486870.631111111,4206316.37333333
"153",862,486870.631111111,4206316.37333333
"154",862,486870.631111111,4206316.37333333
"155",862,486870.631111111,4206316.37333333
"156",862,486870.631111111,4206316.37333333
"157",862,486870.631111111,4206316.37333333
"158",862,486870.631111111,4206316.37333333
"159",862,486870.631111111,4206316.37333333
"160",862,486870.631111111,4206316.37333333
"161",862,486870.631111111,4206316.37333333
"162",862,486870.631111111,4206316.37333333
"163",862,486870.631111111,4206316.37333333
"164",862,486870.631111111,4206316.37333333
"165",862,486870.631111111,4206316.37333333
"166",862,486870.631111111,4206316.37333333
"167",862,486870.631111111,4206316.37333333
"168",862,486870.631111111,4206316.37333333
"169",862,486870.631111111,4206316.37333333
"170",862,486870.631111111,4206316.37333333
"171",862,486870.631111111,4206316.37333333
"172",862,486870.631111111,4206316.37333333
"173",862,486870.631111111,4206316.37333333
"174",862,486870.631111111,4206316.37333333
"175",862,486870.631111111,4206316.37333333
"176",862,486870.631111111,4206316.37333333
"177",862,486870.631111111,4206316.37333333
"178",862,486870.631111111,4206316.37333333
"179",862,486870.631111111,4206316.37333333
"180",862,486870.631111111,4206316.37333333
"181",862,486870.631111111,4206316.37333333
"182",862,486870.631111111,4206316.37333333
"183",862,486870.631111111,4206316.37333333
"184",862,486870.631111111,4206316.37333333
"185",862,486870.631111111,4206316.37333333
"186",862,486870.631111111,4206316.37333333
"187",862,486870.631111111,4206316.37333333
"188",862,486870.631111111,4206316.37333333
"189",862,486870.631111111,4206316.37333333
"190",862,486870.631111111,4206316.37333333
"191",862,486870.631111111,4206316.37333333
"192",862,486870.631111111,4206316.37333333
"193",862,486870.631111111,4206316.37333333
"194",862,486870.631111111,4206316.37333333
"195",862,486870.631111111,4206316.37333333
"196",862,486870.631111111,4206316.37333333
"197",862,486870.631111111,4206316.37333333
"198",862,486870.631111111,4206316.37333333
"199",862,486870.631111111,4206316.37333333
"200",862,486870.631111111,4206316.37333333
"201",862,486870.631111111,4206316.37333333
"202",862,486870.631111111,4206316.37333333
"203",862,486870.631111111,4206316.37333333
"204",862,486870.631111111,4206316.37333333
"205",862,486870.631111111,4206316.37333333
"206",862,486870.631111111,4206316.37333333
"207",862,486870.631111111,4206316.37333333
"208",862,486870.631111111,4206316.37333333
"209",862,486870.631111111,4206316.37333333
"210",862,486870.631111111,4206316.37333333
"211",862,486870.631111111,4206316.37333333
"212",862,486870.631111111,4206316.37333333
"213",862,486870.631111111,4206316.37333333
"214",862,486870.631111111,4206316.37333333
"215",862,486870.631111111,4206316.37333333
"216",862,486870.631111111,4206316.37333333
"217",862,486870.631111111,4206316.37333333
"218",862,486870.631111111,4206316.37333333
"219",862,486870.631111111,4206316.37333333
"220",862,486870.631111111,4206316.37333333
"221",862,486870.631111111,4206316.37333333
"222",862,486870.631111111,4206316.37333333
"223",862,486870.631111111,4206316.37333333
"224",862,486870.631111111,4206316.37333333
"225",862,486870.631111111,4206316.37333333
"226",862,486870.631111111,4206316.37333333
"227",862,486870.631111111,4206316.37333333
"228",862,486870.631111111,4206316.37333333
"229",862,486870.631111111,4206316.37333333
"230",862,486870.631111111,4206316.37333333
"231",862,486870.631111111,4206316.37333333
"232",862,486870.631111111,4206316.37333333
"233",862,486870.631111111,4206316.37333333
"234",862,486870.631111111,4206316.37333333
"235",862,486870.631111111,4206316.37333333
"236",862,486870.631111111,4206316.37333333
"237",862,486870.631111111,4206316.37333333
"238",862,486870.631111111,4206316.37333333
"239",862,486870.631111111,4206316.37333333
"240",862,486870.631111111,4206316.37333333
"241",862,486870.631111111,4206316.37333333
"242",862,486870.631111111,4206316.37333333
"243",862,486870.631111111,4206316.37333333
"244",862,486870.631111111,4206316.37333333
"245",862,486870.631111111,4206316.37333333
"246",862,486870.631111111,4206316.37333333
"247",862,486870.631111111,4206316.37333333
"248",862,486870.631111111,4206316.37333333
"249",862,486870.631111111,4206316.37333333
"250",862,486870.631111111,4206316.37333333
"251",862,486870.631111111,4206316.37333333
"252",862,486870.631111111,4206316.37333333
"253",862,486870.631111111,4206316.37333333
"254",862,486870.631111111,4206316.37333333
"255",862,486870.631111111,4206316.37333333
"256",862,486870.631111111,4206316.37333333
"257",862,486870.631111111,4206316.37333333
"258",862,486870.631111111,4206316.37333333
"259",862,486870.631111111,4206316.37333333
"260",862,486870.631111111,4206316.37333333
"261",862,486870.631111111,4206316.37333333
"262",862,486870.631111111,4206316.37333333
"263",862,486870.631111111,4206316.37333333
"264",862,486870.631111111,4206316.37333333
"265",862,486870.631111111,4206316.37333333
"266",862,486870.631111111,4206316.37333333
"267",862,486870.631111111,4206316.37333333
"268",862,486870.631111111,4206316.37333333
"269",862,486870.631111111,4206316.37333333
"270",862,486870.631111111,4206316.37333333
"271",862,486870.631111111,4206316.37333333
"272",862,486870.631111111,4206316.37333333
"273",862,486870.631111111,4206316.37333333
"274",862,486870.631111111,4206316.37333333
"275",862,486870.631111111,4206316.37333333
"276",862,486870.631111111,4206316.37333333
"277",862,486870.631111111,4206316.37333333
"278",862,486870.631111111,4206316.37333333
"279",862,486870.631111111,4206316.37333333
"280",862,486870.631111111,4206316.37333333
"281",862,486870.631111111,4206316.37333333
"282",862,486870.631111111,4206316.37333333
"283",862,486870.631111111,4206316.37333333
"284",862,486870.631111111,4206316.37333333
"285",862,486870.631111111,4206316.37333333
"286",862,486870.631111111,4206316.37333333
"287",862,486870.631111111,4206316.37333333
"288",862,486870.631111111,4206316.37333333
"289",862,486870.631111111,4206316.37333333
"290",862,486870.631111111,4206316.37333333
"291",862,486870.631111111,4206316.37333333
"292",862,486870.631111111,4206316.37333333
"293",862,486870.631111111,4206316.37333333
"294",862,486870.631111111,4206316.37333333
"295",862,486870.631111111,4206316.37333333
"296",862,486870.631111111,4206316.37333333
"297",862,486870.631111111,4206316.37333333
"298",862,486870.631111111,4206316.37333333
"299",862,486870.631111111,4206316.37333333
"300",862,486870.631111111,4206316.37333333
"301",862,486870.631111111,4206316.37333333
"302",862,486870.631111111,4206316.37333333
"303",862,486870.631111111,4206316.37333333
"304",862,486870.631111111,4206316.37333333
"305",862,486870.631111111,4206316.37333333
"306",862,486870.631111111,4206316.37333333
"307",862,486870.631111111,4206316.37333333
"308",862,486870.631111111,4206316.37333333
"309",862,486870.631111111,4206316.37333333
"310",862,486870.631111111,4206316.37333333
"311",862,486870.631111111,4206316.37333333
"312",862,486870.631111111,4206316.37333333
"313",862,486870.631111111,4206316.37333333
"314",862,486870.631111111,4206316.37333333
"315",862,486870.631111111,4206316.37333333
"316",862,486870.631111111,4206316.37333333
"317",862,486870.631111111,4206316.37333333
"318",862,486870.631111111,4206316.37333333
"319",862,486870.631111111,4206316.37333333
"320",862,486870.631111111,4206316.37333333
"321",862,486870.631111111,4206316.37333333
"322",862,486870.631111111,4206316.37333333
"323",862,486870.631111111,4206316.37333333
"324",862,486870.631111111,4206316.37333333
"325",862,486870.631111111,4206316.37333333
"326",862,486870.631111111,4206316.37333333
"327",862,486870.631111111,4206316.37333333
"328",862,486870.631111111,4206316.37333333
"329",862,486870.631111111,4206316.37333333
"330",862,486870.631111111,4206316.37333333
"331",862,486870.631111111,4206316.37333333
"332",862,486870.631111111,4206316.37333333
"333",862,486870.631111111,4206316.37333333
"334",862,486870.631111111,4206316.37333333
"335",862,486870.631111111,4206316.37333333
"336",862,486870.631111111,4206316.37333333
"337",862,486870.631111111,4206316.37333333
"338",862,486870.631111111,4206316.37333333
"339",862,486870.631111111,4206316.37333333
"340",862,486870.631111111,4206316.37333333
"341",862,486870.631111111,4206316.37333333
"342",862,486870.631111111,4206316.37333333
"343",862,486870.631111111,4206316.37333333
"344",862,486870.631111111,4206316.37333333
"345",862,486870.631111111,4206316.37333333
"346",862,486870.631111111,4206316.37333333
"347",862,486870.631111111,4206316.37333333
"348",862,486870.631111111,4206316.37333333
"349",862,486870.631111111,4206316.37333333
"350",862,486870.631111111,4206316.37333333
"351",862,486870.631111111,4206316.37333333
"352",862,486870.631111111,4206316.37333333
"353",862,486870.631111111,4206316.37333333
"354",862,486870.631111111,4206316.37333333
"355",862,486870.631111111,4206316.37333333
"356",862,486870.631111111,4206316.37333333
"357",862,486870.631111111,4206316.37333333
"358",862,486870.631111111,4206316.37333333
"359",862,486870.631111111,4206316.37333333
"360",862,486870.631111111,4206316.37333333
"361",862,486870.631111111,4206316.37333333
"362",862,486870.631111111,4206316.37333333
"363",862,486870.631111111,4206316.37333333
"364",862,486870.631111111,4206316.37333333
"365",862,486870.631111111,4206316.37333333
"366",862,486870.631111111,4206316.37333333
"367",862,486870.631111111,4206316.37333333
"368",862,486870.631111111,4206316.37333333
"369",862,486870.631111111,4206316.37333333
"370",862,486870.631111111,4206316.37333333
"371",862,486870.631111111,4206316.37333333
"372",862,486870.631111111,4206316.37333333
"373",862,486870.631111111,4206316.37333333
"374",862,486870.631111111,4206316.37333333
"375",862,486870.631111111,4206316.37333333
"376",862,486870.631111111,4206316.37333333
"377",862,486870.631111111,4206316.37333333
"378",862,486870.631111111,4206316.37333333
"379",862,486870.631111111,4206316.37333333
"380",862,486870.631111111,4206316.37333333
"381",862,486870.631111111,4206316.37333333
"382",862,486870.631111111,4206316.37333333
"383",862,486870.631111111,4206316.37333333
"384",862,486870.631111111,4206316.37333333
"385",862,486870.631111111,4206316.37333333
"386",862,486870.631111111,4206316.37333333
"387",862,486870.631111111,4206316.37333333
"388",862,486870.631111111,4206316.37333333
"389",862,486870.631111111,4206316.37333333
"390",862,486870.631111111,4206316.37333333
"391",862,486870.631111111,4206316.37333333
"392",862,486870.631111111,4206316.37333333
"393",862,486870.631111111,4206316.37333333
"394",862,486870.631111111,4206316.37333333
"395",862,486870.631111111,4206316.37333333
"396",862,486870.631111111,4206316.37333333
"397",862,486870.631111111,4206316.37333333
"398",862,486870.631111111,4206316.37333333
"399",862,486870.631111111,4206316.37333333
"400",862,486870.631111111,4206316.37333333
"401",862,486870.631111111,4206316.37333333
"402",862,486870.631111111,4206316.37333333
"403",862,486870.631111111,4206316.37333333
"404",862,486870.631111111,4206316.37333333
"405",862,486870.631111111,4206316.37333333
"406",862,486870.631111111,4206316.37333333
"407",862,486870.631111111,4206316.37333333
"408",862,486870.631111111,4206316.37333333
"409",862,486870.631111111,4206316.37333333
"410",862,486870.631111111,4206316.37333333
"411",862,486870.631111111,4206316.37333333
"412",862,486870.631111111,4206316.37333333
"413",862,486870.631111111,4206316.37333333
"414",862,486870.631111111,4206316.37333333
"415",862,486870.631111111,4206316.37333333
"416",862,486870.631111111,4206316.37333333
"417",862,486870.631111111,4206316.37333333
"418",862,486870.631111111,4206316.37333333
"419",862,486870.631111111,4206316.37333333
"420",862,486870.631111111,4206316.37333333
"421",862,486870.631111111,4206316.37333333
"422",862,486870.631111111,4206316.37333333
"423",862,486870.631111111,4206316.37333333
"424",862,486870.631111111,4206316.37333333
"425",862,486870.631111111,4206316.37333333
"426",862,486870.631111111,4206316.37333333
"427",862,486870.631111111,4206316.37333333
"428",862,486870.631111111,4206316.37333333
"429",862,486870.631111111,4206316.37333333
"430",862,486870.631111111,4206316.37333333
"431",862,486870.631111111,4206316.37333333
"432",862,486870.631111111,4206316.37333333
"433",862,486870.631111111,4206316.37333333
"434",862,486870.631111111,4206316.37333333
"435",862,486870.631111111,4206316.37333333
"436",862,486870.631111111,4206316.37333333
"437",862,486870.631111111,4206316.37333333
"438",862,486870.631111111,4206316.37333333
"439",862,486870.631111111,4206316.37333333
"440",862,486870.631111111,4206316.37333333
"441",862,486870.631111111,4206316.37333333
"442",862,486870.631111111,4206316.37333333
"443",862,486870.631111111,4206316.37333333
"444",862,486870.631111111,4206316.37333333
"445",862,486870.631111111,4206316.37333333
"446",862,486870.631111111,4206316.37333333
"447",862,486870.631111111,4206316.37333333
"448",862,486870.631111111,4206316.37333333
"449",862,486870.631111111,4206316.37333333
"450",862,486870.631111111,4206316.37333333
"451",862,486870.631111111,4206316.37333333
"452",862,486870.631111111,4206316.37333333
"453",862,486870.631111111,4206316.37333333
"454",862,486870.631111111,4206316.37333333
"455",862,486870.631111111,4206316.37333333
"456",862,486870.631111111,4206316.37333333
"457",862,486870.631111111,4206316.37333333
"458",862,486870.631111111,4206316.37333333
"459",862,486870.631111111,4206316.37333333
"460",862,486870.631111111,4206316.37333333
"461",862,486870.631111111,4206316.37333333
"462",862,486870.631111111,4206316.37333333
"463",862,486870.631111111,4206316.37333333
"464",862,486870.631111111,4206316.37333333
"465",862,486870.631111111,4206316.37333333
"466",862,486870.631111111,4206316.37333333
"467",862,486870.631111111,4206316.37333333
"468",862,486870.631111111,4206316.37333333
"469",862,486870.631111111,4206316.37333333
"470",862,486870.631111111,4206316.37333333
"471",862,486870.631111111,4206316.37333333
"472",862,486870.631111111,4206316.37333333
"473",862,486870.631111111,4206316.37333333
"474",862,486870.631111111,4206316.37333333
"475",862,486870.631111111,4206316.37333333
"476",862,486870.631111111,4206316.37333333
"477",862,486870.631111111,4206316.37333333
"478",862,486870.631111111,4206316.37333333
"479",862,486870.631111111,4206316.37333333
"480",862,486870.631111111,4206316.37333333
"481",862,486870.631111111,4206316.37333333
"482",862,486870.631111111,4206316.37333333
"483",862,486870.631111111,4206316.37333333
"484",862,486870.631111111,4206316.37333333
"485",862,486870.631111111,4206316.37333333
"486",862,486870.631111111,4206316.37333333
"487",862,486870.631111111,4206316.37333333
"488",862,486870.631111111,4206316.37333333
"489",862,486870.631111111,4206316.37333333
"490",862,486870.631111111,4206316.37333333
"491",862,486870.631111111,4206316.37333333
"492",862,486870.631111111,4206316.37333333
"493",862,486870.631111111,4206316.37333333
"494",862,486870.631111111,4206316.37333333
"495",862,486870.631111111,4206316.37333333
"496",862,486870.631111111,4206316.37333333
"497",862,486870.631111111,4206316.37333333
"498",862,486870.631111111,4206316.37333333
"499",862,486870.631111111,4206316.37333333
"500",862,486870.631111111,4206316.37333333
"501",862,486870.631111111,4206316.37333333
"502",862,486870.631111111,4206316.37333333
"503",862,486870.631111111,4206316.37333333
"504",862,486870.631111111,4206316.37333333
"505",862,486870.631111111,4206316.37333333
"506",862,486870.631111111,4206316.37333333
"507",862,486870.631111111,4206316.37333333
"508",862,486870.631111111,4206316.37333333
"509",862,486870.631111111,4206316.37333333
"510",862,486870.631111111,4206316.37333333
"511",862,486870.631111111,4206316.37333333
"512",862,486870.631111111,4206316.37333333
"513",862,486870.631111111,4206316.37333333
"514",862,486870.631111111,4206316.37333333
"515",862,486870.631111111,4206316.37333333
"516",862,486870.631111111,4206316.37333333
"517",862,486870.631111111,4206316.37333333
"518",862,486870.631111111,4206316.37333333
"519",862,486870.631111111,4206316.37333333
"520",862,486870.631111111,4206316.37333333
"521",862,486870.631111111,4206316.37333333
"522",862,486870.631111111,4206316.37333333
"523",862,486870.631111111,4206316.37333333
"524",862,486870.631111111,4206316.37333333
"525",862,486870.631111111,4206316.37333333
"526",862,486870.631111111,4206316.37333333
"527",862,486870.631111111,4206316.37333333
"528",862,486870.631111111,4206316.37333333
"529",862,486870.631111111,4206316.37333333
"530",862,486870.631111111,4206316.37333333
"531",862,486870.631111111,4206316.37333333
"532",862,486870.631111111,4206316.37333333
"533",862,486870.631111111,4206316.37333333
"534",862,486870.631111111,4206316.37333333
"535",862,486870.631111111,4206316.37333333
"536",862,486870.631111111,4206316.37333333
"537",862,486870.631111111,4206316.37333333
"538",862,486870.631111111,4206316.37333333
"539",862,486870.631111111,4206316.37333333
"540",862,486870.631111111,4206316.37333333
"541",862,486870.631111111,4206316.37333333
"542",862,486870.631111111,4206316.37333333
"543",862,486870.631111111,4206316.37333333
"544",862,486870.631111111,4206316.37333333
"545",862,486870.631111111,4206316.37333333
"546",862,486870.631111111,4206316.37333333
"547",862,486870.631111111,4206316.37333333
"548",862,486870.631111111,4206316.37333333
"549",862,486870.631111111,4206316.37333333
"550",862,486870.631111111,4206316.37333333
"551",862,486870.631111111,4206316.37333333
"552",862,486870.631111111,4206316.37333333
"553",862,486870.631111111,4206316.37333333
"554",862,486870.631111111,4206316.37333333
"555",862,486870.631111111,4206316.37333333
"556",862,486870.631111111,4206316.37333333
"557",862,486870.631111111,4206316.37333333
"558",862,486870.631111111,4206316.37333333
"559",862,486870.631111111,4206316.37333333
"560",862,486870.631111111,4206316.37333333
"561",862,486870.631111111,4206316.37333333
"562",862,486870.631111111,4206316.37333333
"563",862,486870.631111111,4206316.37333333
"564",862,486870.631111111,4206316.37333333
"565",862,486870.631111111,4206316.37333333
"566",862,486870.631111111,4206316.37333333
"567",862,486870.631111111,4206316.37333333
"568",862,486870.631111111,4206316.37333333
"569",862,486870.631111111,4206316.37333333
"570",862,486870.631111111,4206316.37333333
"571",862,486870.631111111,4206316.37333333
"572",862,486870.631111111,4206316.37333333
"573",862,486870.631111111,4206316.37333333
"574",862,486870.631111111,4206316.37333333
"575",862,486870.631111111,4206316.37333333
"576",862,486870.631111111,4206316.37333333
"577",862,486870.631111111,4206316.37333333
"578",862,486870.631111111,4206316.37333333
"579",862,486870.631111111,4206316.37333333
"580",862,486870.631111111,4206316.37333333
"581",862,486870.631111111,4206316.37333333
"582",862,486870.631111111,4206316.37333333
"583",862,486870.631111111,4206316.37333333
"584",862,486870.631111111,4206316.37333333
"585",862,486870.631111111,4206316.37333333
"586",862,486870.631111111,4206316.37333333
"587",862,486870.631111111,4206316.37333333
"588",862,486870.631111111,4206316.37333333
"589",862,486870.631111111,4206316.37333333
"590",862,486870.631111111,4206316.37333333
"591",862,486870.631111111,4206316.37333333
"592",862,486870.631111111,4206316.37333333
"593",862,486870.631111111,4206316.37333333
"594",862,486870.631111111,4206316.37333333
"595",862,486870.631111111,4206316.37333333
"596",862,486870.631111111,4206316.37333333
"597",862,486870.631111111,4206316.37333333
"598",862,486870.631111111,4206316.37333333
"599",862,486870.631111111,4206316.37333333
"600",862,486870.631111111,4206316.37333333
"601",862,486870.631111111,4206316.37333333
"602",862,486870.631111111,4206316.37333333
"603",862,486870.631111111,4206316.37333333
"604",862,486870.631111111,4206316.37333333
"605",862,486870.631111111,4206316.37333333
"606",862,486870.631111111,4206316.37333333
"607",862,486870.631111111,4206316.37333333
"608",862,486870.631111111,4206316.37333333
"609",862,486870.631111111,4206316.37333333
"610",862,486870.631111111,4206316.37333333
"611",862,486870.631111111,4206316.37333333
"612",862,486870.631111111,4206316.37333333
"613",862,486870.631111111,4206316.37333333
"614",862,486870.631111111,4206316.37333333
"615",862,486870.631111111,4206316.37333333
"616",862,486870.631111111,4206316.37333333
"617",862,486870.631111111,4206316.37333333
"618",862,486870.631111111,4206316.37333333
"619",862,486870.631111111,4206316.37333333
"620",862,486870.631111111,4206316.37333333
"621",862,486870.631111111,4206316.37333333
"622",862,486870.631111111,4206316.37333333
"623",862,486870.631111111,4206316.37333333
"624",862,486870.631111111,4206316.37333333
"625",862,486870.631111111,4206316.37333333
"626",862,486870.631111111,4206316.37333333
"627",862,486870.631111111,4206316.37333333
"628",862,486870.631111111,4206316.37333333
"629",862,486870.631111111,4206316.37333333
"630",862,486870.631111111,4206316.37333333
"631",862,486870.631111111,4206316.37333333
"632",862,486870.631111111,4206316.37333333
"633",862,486870.631111111,4206316.37333333
"634",862,486870.631111111,4206316.37333333
"635",862,486870.631111111,4206316.37333333
"636",862,486870.631111111,4206316.37333333
"637",862,486870.631111111,4206316.37333333
"638",862,486870.631111111,4206316.37333333
"639",862,486870.631111111,4206316.37333333
"640",862,486870.631111111,4206316.37333333
"641",862,486870.631111111,4206316.37333333
"642",862,486870.631111111,4206316.37333333
"643",862,486870.631111111,4206316.37333333
"644",862,486870.631111111,4206316.37333333
"645",862,486870.631111111,4206316.37333333
"646",862,486870.631111111,4206316.37333333
"647",862,486870.631111111,4206316.37333333
"648",862,486870.631111111,4206316.37333333
"649",862,486870.631111111,4206316.37333333
"650",862,486870.631111111,4206316.37333333
"651",862,486870.631111111,4206316.37333333
"652",862,486870.631111111,4206316.37333333
"653",862,486870.631111111,4206316.37333333
"654",862,486870.631111111,4206316.37333333
"655",862,486870.631111111,4206316.37333333
"656",862,486870.631111111,4206316.37333333
"657",862,486870.631111111,4206316.37333333
"658",862,486870.631111111,4206316.37333333
"659",862,486870.631111111,4206316.37333333
"660",862,486870.631111111,4206316.37333333
"661",862,486870.631111111,4206316.37333333
"662",862,486870.631111111,4206316.37333333
"663",862,486870.631111111,4206316.37333333
"664",862,486870.631111111,4206316.37333333
"665",862,486870.631111111,4206316.37333333
"666",862,486870.631111111,4206316.37333333
"667",862,486870.631111111,4206316.37333333
"668",862,486870.631111111,4206316.37333333
"669",862,486870.631111111,4206316.37333333
"670",862,486870.631111111,4206316.37333333
"671",862,486870.631111111,4206316.37333333
"672",862,486870.631111111,4206316.37333333
"673",862,486870.631111111,4206316.37333333
"674",862,486870.631111111,4206316.37333333
"675",862,486870.631111111,4206316.37333333
"676",862,486870.631111111,4206316.37333333
"677",862,486870.631111111,4206316.37333333
"678",862,486870.631111111,4206316.37333333
"679",862,486870.631111111,4206316.37333333
"680",862,486870.631111111,4206316.37333333
"681",862,486870.631111111,4206316.37333333
"682",862,486870.631111111,4206316.37333333
"683",862,486870.631111111,4206316.37333333
"684",862,486870.631111111,4206316.37333333
"685",862,486870.631111111,4206316.37333333
"686",862,486870.631111111,4206316.37333333
"687",862,486870.631111111,4206316.37333333
"688",862,486870.631111111,4206316.37333333
"689",862,486870.631111111,4206316.37333333
"690",862,486870.631111111,4206316.37333333
"691",862,486870.631111111,4206316.37333333
"692",862,486870.631111111,4206316.37333333
"693",862,486870.631111111,4206316.37333333
"694",862,486870.631111111,4206316.37333333
"695",862,486870.631111111,4206316.37333333
"696",862,486870.631111111,4206316.37333333
"697",862,486870.631111111,4206316.37333333
"698",862,486870.631111111,4206316.37333333
"699",862,486870.631111111,4206316.37333333
